base_pr,other_llm_version,bleu,jaccard,edit_distance,sbert_cosine,bertscore_precision,bertscore_recall,bertscore_f1,title_rouge1,title_rouge2,title_rougeL,body_rouge1,body_rouge2,body_rougeL,tfidf_cosine,baseline_path,llm_path
1_improved_original,1_claude 3.7 sonnet_improved_original,0.037871136564044935,0.187207488299532,0.6952291274325173,0.9141428,0.8734116554260254,0.8824729919433594,0.8779189586639404,0.6666666666666666,0.2105263157894737,0.380952380952381,0.5234375000000001,0.23921568627450981,0.3515625,0.7421678696890841,experiment/prs\1\versions\improved_original\improved_original_pr.json,experiment/prs\1\other_llms (REDO I_D BASED ON BASE DEGRADED)\claude 3.7 sonnet\versions\improved_original\improved_original_pr.json
1_improved_original,1_deepseek deepthink r1_improved_original,0.00860122592876565,0.12293577981651377,0.7558226897069872,0.7982912,0.8077439069747925,0.7999604344367981,0.8038333058357239,0.45454545454545453,0.09999999999999999,0.3636363636363636,0.31388329979879276,0.0808080808080808,0.18511066398390344,0.29578646700204825,experiment/prs\1\versions\improved_original\improved_original_pr.json,experiment/prs\1\other_llms (REDO I_D BASED ON BASE DEGRADED)\deepseek deepthink r1\versions\improved_original\improved_original_pr.json
1_improved_original,1_gemini 2.0 flash thinking experimental_improved_original,0.08861598177741543,0.20222634508348794,0.7273730684326711,0.8711826,0.8968565464019775,0.8965022563934326,0.8966794013977051,0.5,0.23076923076923075,0.42857142857142855,0.5346062052505965,0.35491606714628293,0.39618138424821003,0.7865099595819897,experiment/prs\1\versions\improved_original\improved_original_pr.json,experiment/prs\1\other_llms (REDO I_D BASED ON BASE DEGRADED)\gemini 2.0 flash thinking experimental\versions\improved_original\improved_original_pr.json
1_improved_original,1_grok 3 (thinking)_improved_original,0.06929161131681928,0.21206225680933852,0.6305353602115004,0.92792964,0.8745508193969727,0.8689213395118713,0.8717270493507385,0.6086956521739131,0.380952380952381,0.5217391304347826,0.608843537414966,0.31399317406143346,0.39795918367346944,0.7961056689134447,experiment/prs\1\versions\improved_original\improved_original_pr.json,experiment/prs\1\other_llms (REDO I_D BASED ON BASE DEGRADED)\grok 3 (thinking)\versions\improved_original\improved_original_pr.json
1_improved_original,1_qwen2.5-max (thinking QwQ)_improved_original,0.028184752680595834,0.14910536779324055,0.7186592768540512,0.8142021,0.8596599102020264,0.8777527809143066,0.8686121106147766,0.45454545454545453,0.09999999999999999,0.1818181818181818,0.3867924528301887,0.14218009478672985,0.2452830188679245,0.4451825825951777,experiment/prs\1\versions\improved_original\improved_original_pr.json,experiment/prs\1\other_llms (REDO I_D BASED ON BASE DEGRADED)\qwen2.5-max (thinking QwQ)\versions\improved_original\improved_original_pr.json
2_degraded,2_claude 3.7 sonnet_degraded,0.0058669157928889675,0.12836438923395446,0.756268221574344,0.1843924,0.7713236808776855,0.800983190536499,0.7858736515045166,0.09523809523809525,0.0,0.09523809523809525,0.25,0.02247191011235955,0.09701492537313432,0.5039899980554451,experiment/prs\2\versions\degraded\degraded_pr.json,experiment/prs\2\other_llms\claude 3.7 sonnet\versions\degraded\degraded_pr.json
2_degraded,2_deepseek deepthink r1_degraded,0.0001472422281008679,0.07046070460704607,0.8591836734693877,0.14702916,0.8187161087989807,0.7885359525680542,0.8033426403999329,0.0,0.0,0.0,0.10471204188481675,0.005263157894736843,0.05759162303664921,0.33835551001616054,experiment/prs\2\versions\degraded\degraded_pr.json,experiment/prs\2\other_llms\deepseek deepthink r1\versions\degraded\degraded_pr.json
2_degraded,2_gemini 2.0 flash thinking_degraded,0.010656800279238739,0.1346938775510204,0.7664723032069971,0.17408887,0.7839922904968262,0.8014631867408752,0.7926315069198608,0.0,0.0,0.0,0.30031948881789144,0.03205128205128205,0.12460063897763578,0.5663606084369318,experiment/prs\2\versions\degraded\degraded_pr.json,experiment/prs\2\other_llms\gemini 2.0 flash thinking\versions\degraded\degraded_pr.json
2_degraded,2_grok 3 (thinking)_degraded,2.538139778769247e-07,0.04294478527607362,0.9221574344023323,0.101627976,0.8360714912414551,0.7793121337890625,0.8066946268081665,0.0,0.0,0.0,0.04507042253521126,0.0,0.033802816901408454,0.29026165563767736,experiment/prs\2\versions\degraded\degraded_pr.json,experiment/prs\2\other_llms\grok 3 (thinking)\versions\degraded\degraded_pr.json
2_degraded,2_qwen2.5-max (thinking QwQ)_degraded,3.6650805688940555e-05,0.05475504322766571,0.8836734693877552,0.19561648,0.8282353281974792,0.7883447408676147,0.807797908782959,0.0,0.0,0.0,0.08205128205128205,0.0,0.046153846153846156,0.2495412139173713,experiment/prs\2\versions\degraded\degraded_pr.json,experiment/prs\2\other_llms\qwen2.5-max (thinking QwQ)\versions\degraded\degraded_pr.json
2_improved_degraded,2_claude 3.7 sonnet_improved_degraded,0.06417149652790956,0.2222222222222222,0.7147487844408428,0.8464436,0.8627543449401855,0.8673008680343628,0.8650216460227966,0.608695652173913,0.380952380952381,0.4347826086956522,0.5962059620596205,0.20652173913043478,0.23306233062330622,0.836517477156836,experiment/prs\2\versions\improved_degraded\improved_degraded.json,experiment/prs\2\other_llms\claude 3.7 sonnet\versions\improved_degraded\improved_degraded_pr.json
2_improved_degraded,2_deepseek deepthink r1_improved_degraded,0.007868390362312823,0.1437246963562753,0.7228778937812075,0.8521844,0.8444748520851135,0.8590480089187622,0.8516990542411804,0.4444444444444445,0.125,0.4444444444444445,0.43447037701974867,0.11891891891891891,0.1903052064631957,0.4847080500410427,experiment/prs\2\versions\improved_degraded\improved_degraded.json,experiment/prs\2\other_llms\deepseek deepthink r1\versions\improved_degraded\improved_degraded_pr.json
2_improved_degraded,2_gemini 2.0 flash thinking_improved_degraded,0.08885905938862551,0.22706065318818042,0.696788860471725,0.8485679,0.8741539716720581,0.8696022033691406,0.8718721270561218,0.6363636363636365,0.39999999999999997,0.45454545454545453,0.5571913929784824,0.20204313280363223,0.24235560588901472,0.8654954968878582,experiment/prs\2\versions\improved_degraded\improved_degraded.json,experiment/prs\2\other_llms\gemini 2.0 flash thinking\versions\improved_degraded\improved_degraded_pr.json
2_improved_degraded,2_grok 3 (thinking)_improved_degraded,0.13117282500826977,0.2654320987654321,0.703812982296868,0.86629325,0.8749733567237854,0.8742655515670776,0.8746192455291748,0.7368421052631577,0.7058823529411765,0.7368421052631577,0.5244865718799367,0.19968304278922347,0.24960505529225907,0.775671523174654,experiment/prs\2\versions\improved_degraded\improved_degraded.json,experiment/prs\2\other_llms\grok 3 (thinking)\versions\improved_degraded\improved_degraded_pr.json
2_improved_degraded,2_qwen2.5-max (thinking QwQ)_improved_degraded,0.009145864898971862,0.12878787878787878,0.7324103495233772,0.8497995,0.8381861448287964,0.8494604229927063,0.8437856435775757,0.5263157894736842,0.35294117647058826,0.4210526315789474,0.4262295081967213,0.08881578947368422,0.18360655737704917,0.4466053403086833,experiment/prs\2\versions\improved_degraded\improved_degraded.json,experiment/prs\2\other_llms\qwen2.5-max (thinking QwQ)\versions\improved_degraded\improved_degraded_pr.json
2_improved_original,2_claude 3.7 sonnet_improved_original,0.08491234599515654,0.20424403183023873,0.6934668385050065,0.85184246,0.8616243600845337,0.8494477272033691,0.8554927110671997,0.64,0.2608695652173913,0.24000000000000002,0.5584415584415584,0.22559652928416485,0.264069264069264,0.8455456131474853,experiment/prs\2\versions\improved_original\improved_original_pr.json,experiment/prs\2\other_llms\claude 3.7 sonnet\versions\improved_original\improved_original_pr.json
2_improved_original,2_deepseek deepthink r1_improved_original,0.0014770986407907569,0.061511423550087874,0.7652390261240448,0.18231905,0.8112485408782959,0.8103276491165161,0.8107878565788269,0.0,0.0,0.0,0.12208258527827648,0.0036036036036036032,0.06104129263913824,0.15692832396980885,experiment/prs\2\versions\improved_original\improved_original_pr.json,experiment/prs\2\other_llms\deepseek deepthink r1\versions\improved_original\improved_original_pr.json
2_improved_original,2_gemini 2.0 flash thinking_improved_original,0.009376428317693567,0.11317829457364341,0.7723476097387596,0.1592848,0.8130593299865723,0.8104382753372192,0.8117467164993286,0.0,0.0,0.0,0.2474820143884892,0.02308802308802309,0.11510791366906474,0.5023951560345559,experiment/prs\2\versions\improved_original\improved_original_pr.json,experiment/prs\2\other_llms\gemini 2.0 flash thinking\versions\improved_original\improved_original_pr.json
2_improved_original,2_grok 3 (thinking)_improved_original,0.004151864426138438,0.0859106529209622,0.7618624489070552,0.19735292,0.7836455702781677,0.8037381172180176,0.7935646176338196,0.0,0.0,0.0,0.17435897435897435,0.0034305317324185253,0.08205128205128205,0.4336730621284981,experiment/prs\2\versions\improved_original\improved_original_pr.json,experiment/prs\2\other_llms\grok 3 (thinking)\versions\improved_original\improved_original_pr.json
2_improved_original,2_qwen2.5-max (thinking QwQ)_improved_original,0.00135231415808629,0.07772020725388601,0.7661275990758841,0.20955735,0.7879621386528015,0.8050395250320435,0.7964093089103699,0.0,0.0,0.0,0.1352833638025594,0.0036697247706422016,0.054844606946983544,0.2731502003602602,experiment/prs\2\versions\improved_original\improved_original_pr.json,experiment/prs\2\other_llms\qwen2.5-max (thinking QwQ)\versions\improved_original\improved_original_pr.json
3_degraded,3_claude 3.7 sonnet_degraded,0.09383610274041156,0.15458937198067632,0.76930409914204,0.72127444,0.8096235394477844,0.8486863374710083,0.8286948204040527,0.7777777777777777,0.6250000000000001,0.7777777777777777,0.37229437229437223,0.1222707423580786,0.19913419913419914,0.3815422115967961,experiment/prs\3\versions\degraded\degraded_pr.json,experiment/prs\3\other_llms\claude 3.7 sonnet\versions\degraded\degraded_pr.json
3_degraded,3_deepseek deepthink r1_degraded,0.037866321665728266,0.13903743315508021,0.7187797902764538,0.6494916,0.7964359521865845,0.8427010774612427,0.8189155459403992,0.888888888888889,0.75,0.888888888888889,0.33507853403141363,0.04232804232804233,0.15706806282722513,0.2627974838816114,experiment/prs\3\versions\degraded\degraded_pr.json,experiment/prs\3\other_llms\deepseek deepthink r1\versions\degraded\degraded_pr.json
3_degraded,3_gemini 2.0 flash thinking_degraded,0.017362756529093085,0.14838709677419354,0.7578646329837941,0.7338213,0.8839682936668396,0.8440758585929871,0.8635616302490234,0.5333333333333333,0.15384615384615383,0.5333333333333333,0.3116883116883117,0.07894736842105264,0.16883116883116883,0.42628990673463507,experiment/prs\3\versions\degraded\degraded_pr.json,experiment/prs\3\other_llms\gemini 2.0 flash thinking\versions\degraded\degraded_pr.json
3_degraded,3_grok 3 (thinking)_degraded,0.004051838671360099,0.10869565217391304,0.7550047664442326,0.51144546,0.8090111613273621,0.8346307277679443,0.8216212391853333,0.33333333333333337,0.0,0.33333333333333337,0.29090909090909095,0.03680981595092024,0.12121212121212122,0.31908904355116663,experiment/prs\3\versions\degraded\degraded_pr.json,experiment/prs\3\other_llms\grok 3 (thinking)\versions\degraded\degraded_pr.json
3_degraded,3_qwen2.5-max (thinking QwQ)_degraded,0.028339054676243015,0.14534883720930233,0.7511916110581506,0.43897626,0.8001644611358643,0.8486646413803101,0.8237012624740601,0.6666666666666666,0.46153846153846156,0.6666666666666666,0.3384615384615384,0.08290155440414508,0.2358974358974359,0.28365958453172413,experiment/prs\3\versions\degraded\degraded_pr.json,experiment/prs\3\other_llms\qwen2.5-max (thinking QwQ)\versions\degraded\degraded_pr.json
3_improved_degraded,3_claude 3.7 sonnet_improved_degraded,0.02973488878906351,0.14746543778801843,0.7072263549415515,0.8001649,0.8479568958282471,0.8537802696228027,0.8508586287498474,0.761904761904762,0.4210526315789474,0.761904761904762,0.438423645320197,0.11386138613861388,0.1921182266009852,0.6969866914971191,experiment/prs\3\versions\improved_degraded\improved_degraded.json,experiment/prs\3\other_llms\claude 3.7 sonnet\versions\improved_degraded\improved_degraded_pr.json
3_improved_degraded,3_deepseek deepthink r1_improved_degraded,0.005829986243007808,0.12138728323699421,0.7546545304095986,0.7666199,0.8477808237075806,0.8597745299339294,0.853735625743866,0.6666666666666666,0.3157894736842105,0.5714285714285713,0.37822349570200575,0.05763688760806916,0.1776504297994269,0.39578946473086035,experiment/prs\3\versions\improved_degraded\improved_degraded.json,experiment/prs\3\other_llms\deepseek deepthink r1\versions\improved_degraded\improved_degraded_pr.json
3_improved_degraded,3_gemini 2.0 flash thinking_improved_degraded,0.049484179226371126,0.19592875318066158,0.6732527278089059,0.8018501,0.872549295425415,0.8740936517715454,0.8733208179473877,0.6666666666666666,0.4210526315789474,0.6666666666666666,0.4954545454545454,0.10958904109589042,0.24545454545454545,0.7580166470626719,experiment/prs\3\versions\improved_degraded\improved_degraded.json,experiment/prs\3\other_llms\gemini 2.0 flash thinking\versions\improved_degraded\improved_degraded_pr.json
3_improved_degraded,3_grok 3 (thinking)_improved_degraded,0.04216383312990512,0.15668202764976957,0.7071275455519829,0.8233555,0.8741041421890259,0.8632615804672241,0.8686490058898926,0.6363636363636365,0.39999999999999997,0.6363636363636365,0.48523206751054854,0.14830508474576273,0.24894514767932488,0.6797861634755579,experiment/prs\3\versions\improved_degraded\improved_degraded.json,experiment/prs\3\other_llms\grok 3 (thinking)\versions\improved_degraded\improved_degraded_pr.json
3_improved_degraded,3_qwen2.5-max (thinking QwQ)_improved_degraded,0.03564923991002691,0.13649851632047477,0.741414977244518,0.8111509,0.8420514464378357,0.85360187292099,0.8477873206138611,0.6666666666666666,0.4545454545454546,0.6666666666666666,0.4260355029585799,0.11904761904761905,0.1893491124260355,0.38041623620433795,experiment/prs\3\versions\improved_degraded\improved_degraded.json,experiment/prs\3\other_llms\qwen2.5-max (thinking QwQ)\versions\improved_degraded\improved_degraded_pr.json
3_improved_original,3_claude 3.7 sonnet_improved_original,0.10462610757510162,0.25066666666666665,0.6507850568489443,0.897629,0.8854194283485413,0.8906670212745667,0.8880354166030884,0.9523809523809523,0.8421052631578948,0.9523809523809523,0.5497835497835498,0.24347826086956523,0.35497835497835495,0.7483461857363423,experiment/prs\3\versions\improved_original\improved_original_pr.json,experiment/prs\3\other_llms\claude 3.7 sonnet\versions\improved_original\improved_original_pr.json
3_improved_original,3_deepseek deepthink r1_improved_original,0.06686455717382715,0.1752873563218391,0.758681785967399,0.8526275,0.8631229996681213,0.8698086142539978,0.8664528727531433,0.7777777777777777,0.375,0.6666666666666665,0.4421052631578948,0.1375661375661376,0.18947368421052632,0.6139614921212297,experiment/prs\3\versions\improved_original\improved_original_pr.json,experiment/prs\3\other_llms\deepseek deepthink r1\versions\improved_original\improved_original_pr.json
3_improved_original,3_gemini 2.0 flash thinking_improved_original,0.12477294489251477,0.22969187675070027,0.721119773210489,0.93383956,0.8808983564376831,0.8843446969985962,0.8826181888580322,0.7368421052631577,0.35294117647058826,0.4210526315789474,0.5653104925053534,0.26236559139784943,0.2826552462526767,0.8148501226737573,experiment/prs\3\versions\improved_original\improved_original_pr.json,experiment/prs\3\other_llms\gemini 2.0 flash thinking\versions\improved_original\improved_original_pr.json
3_improved_original,3_grok 3 (thinking)_improved_original,0.11989638635984058,0.23421052631578948,0.6550716941051513,0.9271836,0.879211962223053,0.860634446144104,0.8698239326477051,0.6923076923076923,0.5833333333333334,0.6923076923076923,0.5692883895131087,0.24436090225563908,0.3146067415730337,0.7808945136934429,experiment/prs\3\versions\improved_original\improved_original_pr.json,experiment/prs\3\other_llms\grok 3 (thinking)\versions\improved_original\improved_original_pr.json
3_improved_original,3_qwen2.5-max (thinking QwQ)_improved_original,0.07343174170213151,0.16597510373443983,0.701407107083234,0.644255,0.8308301568031311,0.832599401473999,0.831713855266571,0.9090909090909091,0.7000000000000001,0.9090909090909091,0.44411764705882356,0.1710914454277286,0.1823529411764706,0.7034415615700265,experiment/prs\3\versions\improved_original\improved_original_pr.json,experiment/prs\3\other_llms\qwen2.5-max (thinking QwQ)\versions\improved_original\improved_original_pr.json
4_degraded,4_claude 3.7 sonnet_degraded,0.017183201516869934,0.1888111888111888,0.7651075452372823,0.7580907,0.785207211971283,0.8441376686096191,0.8136066794395447,0.75,0.6666666666666666,0.75,0.25,0.08040201005025126,0.16999999999999998,0.4076900492021763,experiment/prs\4\versions\degraded\degraded_pr.json,experiment/prs\4\other_llms\claude 3.7 sonnet\versions\degraded\degraded_pr.json
4_degraded,4_deepseek deepthink r1_degraded,0.0050871973846278,0.15384615384615385,0.7448275862068966,0.64057887,0.8168568015098572,0.8296217918395996,0.8231897950172424,0.5,0.0,0.5,0.2608695652173913,0.054945054945054944,0.20652173913043478,0.22933015323383668,experiment/prs\4\versions\degraded\degraded_pr.json,experiment/prs\4\other_llms\deepseek deepthink r1\versions\degraded\degraded_pr.json
4_degraded,4_gemini 2.0 flash thinking_degraded,0.06253560451254818,0.17073170731707318,0.7583971714790807,0.72010165,0.7456050515174866,0.8296411037445068,0.7853814959526062,0.888888888888889,0.5714285714285715,0.888888888888889,0.25830258302583026,0.13382899628252787,0.23616236162361623,0.25108493980895397,experiment/prs\4\versions\degraded\degraded_pr.json,experiment/prs\4\other_llms\gemini 2.0 flash thinking\versions\degraded\degraded_pr.json
4_degraded,4_grok 3 (thinking)_degraded,0.012356573460335554,0.14942528735632185,0.7744779582366589,0.7286978,0.7819945216178894,0.8349349498748779,0.8075980544090271,0.6666666666666666,0.5,0.6666666666666666,0.22343324250681199,0.07123287671232878,0.1253405994550409,0.3643467923092505,experiment/prs\4\versions\degraded\degraded_pr.json,experiment/prs\4\other_llms\grok 3 (thinking)\versions\degraded\degraded_pr.json
4_degraded,4_qwen2.5-max (thinking QwQ)_degraded,0.01943462450840472,0.21243523316062177,0.6887931034482758,0.8437146,0.8725794553756714,0.8649888038635254,0.8687675595283508,0.28571428571428575,0.0,0.28571428571428575,0.3949044585987261,0.16774193548387095,0.3184713375796178,0.359469952548719,experiment/prs\4\versions\degraded\degraded_pr.json,experiment/prs\4\other_llms\qwen2.5-max (thinking QwQ)\versions\degraded\degraded_pr.json
4_improved_degraded,4_claude 3.7 sonnet_improved_degraded,0.020664067555944843,0.15503875968992248,0.715374271627073,0.76684356,0.7965180277824402,0.8231347799301147,0.8096076846122742,0.33333333333333326,0.125,0.33333333333333326,0.3829787234042553,0.11876484560570072,0.20330969267139476,0.5974647963233785,experiment/prs\4\versions\improved_degraded\improved_degraded.json,experiment/prs\4\other_llms\claude 3.7 sonnet\versions\improved_degraded\improved_degraded_pr.json
4_improved_degraded,4_deepseek deepthink r1_improved_degraded,0.012730064940950303,0.15011037527593818,0.7516360236833904,0.7825345,0.8401252031326294,0.8503415584564209,0.8452025055885315,0.35294117647058826,0.13333333333333333,0.35294117647058826,0.3591160220994475,0.07222222222222222,0.18232044198895028,0.5679666203255437,experiment/prs\4\versions\improved_degraded\improved_degraded.json,experiment/prs\4\other_llms\deepseek deepthink r1\versions\improved_degraded\improved_degraded_pr.json
4_improved_degraded,4_gemini 2.0 flash thinking_improved_degraded,0.03704458876686632,0.2097130242825607,0.7070259865255053,0.8842853,0.8722696900367737,0.8613795638084412,0.8667904138565063,0.631578947368421,0.11764705882352941,0.4210526315789474,0.5109489051094891,0.1809290953545232,0.24817518248175183,0.7220713295418394,experiment/prs\4\versions\improved_degraded\improved_degraded.json,experiment/prs\4\other_llms\gemini 2.0 flash thinking\versions\improved_degraded\improved_degraded_pr.json
4_improved_degraded,4_grok 3 (thinking)_improved_degraded,0.010435721843531183,0.11971830985915492,0.7881146091262823,0.6086687,0.7547390460968018,0.8189688920974731,0.7855432033538818,0.5333333333333333,0.15384615384615383,0.5333333333333333,0.3485838779956427,0.030634573304157548,0.16122004357298472,0.5523307713003104,experiment/prs\4\versions\improved_degraded\improved_degraded.json,experiment/prs\4\other_llms\grok 3 (thinking)\versions\improved_degraded\improved_degraded_pr.json
4_improved_degraded,4_qwen2.5-max (thinking QwQ)_improved_degraded,0.004902058878473944,0.13443396226415094,0.7644145737530952,0.825992,0.8425340056419373,0.8559443950653076,0.8491862416267395,0.5714285714285714,0.4210526315789474,0.5714285714285714,0.3942028985507246,0.12827988338192423,0.22608695652173913,0.3972654626510843,experiment/prs\4\versions\improved_degraded\improved_degraded.json,experiment/prs\4\other_llms\qwen2.5-max (thinking QwQ)\versions\improved_degraded\improved_degraded_pr.json
4_improved_original,4_claude 3.7 sonnet_improved_original,0.011959681527666641,0.14285714285714285,0.6856005788712012,0.54313767,0.8394654393196106,0.873828649520874,0.8563024401664734,0.25,0.0,0.25,0.5022288261515602,0.25633383010432187,0.33283803863298667,0.6632595969007667,experiment/prs\4\versions\improved_original\improved_original_pr.json,experiment/prs\4\other_llms\claude 3.7 sonnet\versions\improved_original\improved_original_pr.json
4_improved_original,4_deepseek deepthink r1_improved_original,0.016592671208338263,0.12938596491228072,0.801829268292683,0.71631217,0.8042970895767212,0.7567519545555115,0.7798004746437073,0.35294117647058826,0.0,0.23529411764705882,0.29796839729119634,0.04988662131519274,0.12189616252821671,0.37676751322034646,experiment/prs\4\versions\improved_original\improved_original_pr.json,experiment/prs\4\other_llms\deepseek deepthink r1\versions\improved_original\improved_original_pr.json
4_improved_original,4_gemini 2.0 flash thinking_improved_original,0.03412680722198946,0.17913385826771652,0.7303789604472976,0.7923706,0.8190934658050537,0.7617909908294678,0.7894036769866943,0.5454545454545454,0.4,0.5454545454545454,0.39586919104991397,0.09671848013816926,0.18588640275387264,0.5596651985968871,experiment/prs\4\versions\improved_original\improved_original_pr.json,experiment/prs\4\other_llms\gemini 2.0 flash thinking\versions\improved_original\improved_original_pr.json
4_improved_original,4_grok 3 (thinking)_improved_original,0.05213784006440675,0.1652892561983471,0.7451219512195122,0.7307459,0.8445451259613037,0.7884179949760437,0.8155169486999512,0.47058823529411764,0.0,0.35294117647058826,0.444022770398482,0.1561904761904762,0.1897533206831119,0.5960354652710992,experiment/prs\4\versions\improved_original\improved_original_pr.json,experiment/prs\4\other_llms\grok 3 (thinking)\versions\improved_original\improved_original_pr.json
4_improved_original,4_qwen2.5-max (thinking QwQ)_improved_original,0.017958764380039155,0.12866817155756208,0.800609756097561,0.7362406,0.8047631978988647,0.7792747020721436,0.791813850402832,0.47058823529411764,0.13333333333333333,0.47058823529411764,0.34749034749034746,0.07364341085271318,0.138996138996139,0.4055687111154319,experiment/prs\4\versions\improved_original\improved_original_pr.json,experiment/prs\4\other_llms\qwen2.5-max (thinking QwQ)\versions\improved_original\improved_original_pr.json
5_degraded,5_claude 3.7 sonnet_degraded,0.011948888777114704,0.18503937007874016,0.7291126102750389,0.81782484,0.8442485332489014,0.8646095991134644,0.8543077111244202,0.2222222222222222,0.0,0.2222222222222222,0.42990654205607476,0.16927899686520376,0.28660436137071654,0.6307088812095665,experiment/prs\5\versions\degraded\degraded_pr.json,experiment/prs\5\other_llms\claude 3.7 sonnet\versions\degraded\degraded_pr.json
